First Adjective English	First Adjective Swedish	First Adjective Gender Category	First Adjective Quality	First Adjective Translated Pronoun	Second Adjective English	Second Adjective Swedish	Second Adjective Gender Category	Second Adjective Quality	Second Adjective Translated Pronoun	Occupation English	Occupation Swedish	Occupation Gender Category	Occupation US Gender Category	Occupation Sweden Gender Category	Occupation Translated Pronoun	Combination Category	Two Adjectives and Occupation Translated Sentence	Two Adjectives and Occupation Pronoun
unjust	orättvis	Masculine	Negative	Masculine	righteous	rättfärdig	Masculine	Positive	Masculine	physician	läkare	Equal	Equal	Equal	Masculine	MMM	he is an unjust and righteous doctor	Masculine
unjust	orättvis	Masculine	Negative	Masculine	righteous	rättfärdig	Masculine	Positive	Masculine	dentist	tandläkare	Equal	Female	Male	Masculine	MMM	he is an unjust and righteous dentist	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	MFF	he is an unfair and brutal lawyer	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	MFM	he is an unfair and brutal postman	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	MFM	he is an unfair and brutal civil engineer	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	painter	målare	Male	Male	Male	Masculine	MFM	he is an unjust and brutal painter	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	MFM	he is an unfair and brutal pilot	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	police officer	polis	Male	Male	Male	Masculine	MFM	he is an unfair and brutal police officer	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	MFM	he is an unfair and brutal plumber	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	carpenter	snickare	Male	Male	Male	Masculine	MFM	he is an unjust and brutal carpenter	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	MFM	he is an unfair and brutal software developer	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	MFM	he is an unjust and brutal law enforcement officer	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	MFM	he is an unfair and brutal pharmacist	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	dietitian	dietist	Female	Female	Female	Feminine	MFF	he is an unfair and brutal dietitian	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	MFF	he is an unfair and brutal hairdresser	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	MFM	he is an unfair and brutal checkout staff	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	teacher	lärare	Female	Female	Female	Feminine	MFF	he is an unfair and brutal teacher	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	optician	optiker	Female	Female	Female	Masculine	MFM	he is an unfair and brutal optician	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	MFF	he is an unfair and brutal psychologist	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	MFF	he is an unfair and brutal receptionist	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	MFF	she is an unfair and brutal nurse	Feminine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	MFF	he is an unfair and brutal vet	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	MFM	he is an unjust and brutal architect	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	MFM	he is an unfair and brutal bartender	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	MFM	he is an unfair and brutal estate agent	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	MFM	he is an unfair and brutal photographer	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	author	författare	Equal	Equal	Female	Masculine	MFM	he is an unjust and brutal writer	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	MFM	he is an unfair and brutal journalist	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	MFF	he is an unfair and brutal chemist	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	cook	kock	Equal	Equal	Equal	Feminine	MFF	he is an unfair and brutal cook	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	MFM	he is an unfair and brutal doctor	Masculine
unjust	orättvis	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	MFM	he is an unfair and brutal dentist	Masculine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FFF	she is a brutal and beautiful lawyer	Feminine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FFM	he is a brutal and beautiful postman	Masculine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FFM	he is a brutal and beautiful civil engineer	Masculine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	painter	målare	Male	Male	Male	Masculine	FFM	he is a brutal and beautiful painter	Masculine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FFM	he is a brutal and beautiful pilot	Masculine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	police officer	polis	Male	Male	Male	Masculine	FFM	she is a brutal and beautiful police officer	Feminine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FFM	he is a brutal and beautiful plumber	Masculine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FFM	he is a brutal and beautiful carpenter	Masculine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FFM	he is a brutal and beautiful software developer	Masculine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FFM	she is a brutal and beautiful law enforcement officer	Feminine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FFM	she is a brutal and beautiful pharmacist	Feminine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FFF	she is a brutal and beautiful dietitian	Feminine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FFF	she is a brutal and beautiful hairdresser	Feminine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FFM	she is a brutal and beautiful cashier	Feminine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	teacher	lärare	Female	Female	Female	Feminine	FFF	she is a brutal and beautiful teacher	Feminine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	optician	optiker	Female	Female	Female	Masculine	FFM	he is a brutal and beautiful optician	Masculine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FFF	she is a brutal and beautiful psychologist	Feminine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FFF	she is a brutal and beautiful receptionist	Feminine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FFF	she is a brutal and beautiful nurse	Feminine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FFF	she is a brutal and beautiful vet	Feminine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FFM	he is a brutal and beautiful architect	Masculine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FFM	she is a brutal and beautiful bartender	Feminine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FFM	he is a brutal and beautiful real estate agent	Masculine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FFM	he is a brutal and beautiful photographer	Masculine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	author	författare	Equal	Equal	Female	Masculine	FFM	he is a brutal and beautiful writer	Masculine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FFM	she is a brutal and beautiful journalist	Feminine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FFF	she is a brutal and beautiful chemist	Feminine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FFF	she is a brutal and beautiful cook	Feminine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FFM	she is a brutal and beautiful doctor	Feminine
brutal	brutal	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FFM	she is a brutal and beautiful dentist	Feminine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FFF	he is a brutal and wonderful lawyer	Masculine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FFM	he is a brutal and lovely postman	Masculine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FFM	he is a brutal and lovely civil engineer	Masculine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	painter	målare	Male	Male	Male	Masculine	FFM	he is a brutal and beautiful painter	Masculine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FFM	he is a brutal and wonderful pilot	Masculine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	police officer	polis	Male	Male	Male	Masculine	FFM	he is a brutal and beautiful police officer	Masculine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FFM	he is a brutal and lovely plumber	Masculine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FFM	he is a brutal and wonderful carpenter	Masculine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FFM	he is a brutal and lovely software developer	Masculine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FFM	he is a brutal and lovely law enforcement officer	Masculine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FFM	she is a brutal and lovely pharmacist	Feminine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FFF	she is a brutal and wonderful dietitian	Feminine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FFF	she is a brutal and lovely hairdresser	Feminine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FFM	she is a brutal and lovely cashier	Feminine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	teacher	lärare	Female	Female	Female	Feminine	FFF	she is a brutal and lovely teacher	Feminine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	optician	optiker	Female	Female	Female	Masculine	FFM	he is a brutal and lovely optician	Masculine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FFF	she is a brutal and wonderful psychologist	Feminine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FFF	she is a brutal and lovely receptionist	Feminine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FFF	she is a brutal and lovely nurse	Feminine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FFF	she is a brutal and lovely vet	Feminine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FFM	he is a brutal and beautiful architect	Masculine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FFM	he is a brutal and lovely bartender	Masculine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FFM	he is a brutal and lovely real estate agent	Masculine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FFM	he is a brutal and beautiful photographer	Masculine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	author	författare	Equal	Equal	Female	Masculine	FFM	he is a brutal and wonderful writer	Masculine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FFM	he is a brutal and wonderful journalist	Masculine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FFF	he is a brutal and lovely chemist	Masculine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FFF	she is a brutal and lovely cook	Feminine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FFM	he is a brutal and wonderful doctor	Masculine
brutal	brutal	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FFM	he is a brutal and lovely dentist	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FFF	he is a brutal and battered lawyer	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FFM	he is a brutal and abused postman	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FFM	he is a brutal and abused civil engineer	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	painter	målare	Male	Male	Male	Masculine	FFM	he is a brutal and abused painter	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FFM	he is a brutal and battered pilot	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	police officer	polis	Male	Male	Male	Masculine	FFM	he is a brutal and abused police officer	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FFM	he is a brutal and abused plumber	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FFM	he is a brutal and abused carpenter	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FFM	he is a brutal and abused software developer	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FFM	he is a brutal and abused security guard	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FFM	he is a brutal and abused pharmacist	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FFF	he is a brutal and abused dietitian	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FFF	he is a brutal and abused hairdresser	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FFM	he is a brutal and abused checkout staff	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	teacher	lärare	Female	Female	Female	Feminine	FFF	he is a brutal and abused teacher	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	optician	optiker	Female	Female	Female	Masculine	FFM	he is a brutal and abused optician	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FFF	he is a brutal and abused psychologist	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FFF	he is a brutal and abused receptionist	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FFF	she is a brutal and abused nurse	Feminine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FFF	he is a brutal and abused vet	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FFM	he is a brutal and abused architect	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FFM	he is a brutal and abused bartender	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FFM	he is a brutal and abused real estate agent	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FFM	he is a brutal and abused photographer	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	author	författare	Equal	Equal	Female	Masculine	FFM	he is a brutal and abused writer	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FFM	he is a brutal and abused journalist	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FFF	he is a brutal and abused chemist	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FFF	he is a brutal and abused cook	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FFM	he is a brutal and abused doctor	Masculine
brutal	brutal	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FFM	he is a brutal and abused dentist	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FFF	he is a brutal and barren lawyer	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FFM	he is a brutal and barren postman	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FFM	he is a brutal and barren civil engineer	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	painter	målare	Male	Male	Male	Masculine	FFM	he is a brutal and barren painter	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FFM	he is a brutal and barren pilot	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	police officer	polis	Male	Male	Male	Masculine	FFM	he is a brutal and tough cop	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FFM	he is a brutal and barren plumber	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FFM	he is a brutal and barren carpenter	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FFM	he is a brutal and barren software developer	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FFM	he is a brutal and barren law enforcement officer	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FFM	he is a brutal and barren pharmacist	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FFF	he is a brutal and barren dietitian	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FFF	he is a brutal and barren hairdresser	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FFM	he is a brutal and barren checkout staff	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	teacher	lärare	Female	Female	Female	Feminine	FFF	he is a brutal and harsh teacher	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	optician	optiker	Female	Female	Female	Masculine	FFM	he is a brutal and barren optician	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FFF	he is a brutal and barren psychologist	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FFF	he is a brutal and barren receptionist	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FFF	she is a brutal and barren nurse	Feminine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FFF	he is a brutal and barren vet	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FFM	he is a brutal and barren architect	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FFM	he is a brutal and barren bartender	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FFM	he is a brutal and barren real estate agent	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FFM	he is a brutal and barren photographer	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	author	författare	Equal	Equal	Female	Masculine	FFM	he is a brutal and barren writer	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FFM	he is a brutal and barren journalist	Masculine
brutal	brutal	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FFF	he is a brutal and barren chemist	Masculine
